property_id,name,type,distance_km,source
P002,JODHPUR SWEET HOME EXTENSION,retail,9.916,OpenStreetMap
P002,BOMBAY BAGS,retail,9.909,OpenStreetMap
P002,RAVI MOBILE STORE,retail,9.924,OpenStreetMap
P002,OM MEDCAL STORE,retail,9.918,OpenStreetMap
P002,SHREE SHYAM OPTICS,retail,9.937,OpenStreetMap
P002,KANHA SWEETS AND BAKERY,retail,9.937,OpenStreetMap
P002,SHAKAMBHARI TRADERS,retail,9.938,OpenStreetMap
P002,VIDYA ELECTRONICS,retail,9.9,OpenStreetMap
P002,GOVINDPURA LIQUOR SHOP,retail,9.887,OpenStreetMap
P002,LUCKY NON VEG RESTRAUNT,food,9.889,OpenStreetMap
P002,PALIWAL BOOK DEPOT,retail,9.872,OpenStreetMap
P002,RADHEY  BAKERS,retail,9.932,OpenStreetMap
P002,Domino's,food,7.755,OpenStreetMap
P002,NR MART,retail,7.839,OpenStreetMap
P002,EYEWORLD OPTICIANS,retail,6.32,OpenStreetMap
P002,kgn cafe,food,7.309,OpenStreetMap
P002,Mother Dairy,retail,7.298,OpenStreetMap
P002,Wine Shop,retail,7.308,OpenStreetMap
P002,Apollo Tyres,retail,7.287,OpenStreetMap
P002,FAST FOOD CORNER,food,7.02,OpenStreetMap
P002,CHAT KA CHAURAHA,food,7.137,OpenStreetMap
P002,PARASRAMPURIA MART,retail,6.987,OpenStreetMap
P002,DMart,retail,3.999,OpenStreetMap
P002,Reliance Fresh,retail,7.264,OpenStreetMap
P002,roof top cafe,food,7.323,OpenStreetMap
P002,glorious restaurent,food,7.259,OpenStreetMap
P002,R.D. Honda,retail,7.307,OpenStreetMap
P002,Unnamed,food,6.939,OpenStreetMap
P002,Shri Balaji Mobile Store,retail,9.435,OpenStreetMap
P002,Jaipur Chaupati,food,7.876,OpenStreetMap
P002,Unnamed,food,5.147,OpenStreetMap
P002,Half Light Coffee Roasters,food,0.613,OpenStreetMap
P002,"Ali Gems , Jaipur",retail,5.064,OpenStreetMap
P002,Daisy and Jade Jaipur,food,7.727,OpenStreetMap
P002,Unnamed,food,0.61,OpenStreetMap
P002,Airtel,retail,1.353,OpenStreetMap
P002,BTS Burger To Shakei,food,7.85,OpenStreetMap
P002,Unnamed,retail,8.269,OpenStreetMap
P002,The Curry Spoon,food,5.314,OpenStreetMap
P002,Govindam Sweets & Bakery,retail,4.086,OpenStreetMap
P002,Unnamed,food,2.94,OpenStreetMap
P002,Unnamed,food,2.97,OpenStreetMap
P002,LRS Jewellers,retail,5.774,OpenStreetMap
P002,Unnamed,retail,3.82,OpenStreetMap
P002,Unnamed,retail,3.831,OpenStreetMap
P002,Кафе,food,2.797,OpenStreetMap
P002,new chinar,retail,5.4,OpenStreetMap
P002,Unnamed,retail,3.828,OpenStreetMap
P002,Dharan Clothing,retail,5.793,OpenStreetMap
P002,Shubham Kirana and General Store,retail,9.94,OpenStreetMap
P002,Anup Kirana And General Store,retail,9.99,OpenStreetMap
P002,AMBER TOWER,retail,9.949,OpenStreetMap
P002,NIKKI PHOTO STUDIO,retail,9.985,OpenStreetMap
P002,Rajdhani Tools,retail,9.65,OpenStreetMap
P002,Jaipur Jayka,retail,9.848,OpenStreetMap
P002,Salasar Misthan Bhandar,retail,9.875,OpenStreetMap
P002,DMart,retail,9.465,OpenStreetMap
P002,Unnamed,retail,2.724,OpenStreetMap
P002,Unnamed,retail,2.768,OpenStreetMap
P002,Unnamed,retail,2.732,OpenStreetMap
P002,Unnamed,retail,2.907,OpenStreetMap
P002,Unnamed,retail,3.287,OpenStreetMap
P002,Unnamed,retail,2.515,OpenStreetMap
P002,Unnamed,retail,2.744,OpenStreetMap
P002,Unnamed,retail,3.315,OpenStreetMap
P002,tanwar photostudio,retail,2.792,OpenStreetMap
P002,Unnamed,retail,2.804,OpenStreetMap
P002,Unnamed,retail,2.794,OpenStreetMap
P002,chakki,retail,2.781,OpenStreetMap
P002,Unnamed,retail,3.31,OpenStreetMap
P002,Unnamed,retail,3.284,OpenStreetMap
P002,Unnamed,retail,3.287,OpenStreetMap
P002,Unnamed,retail,3.31,OpenStreetMap
P002,Unnamed,retail,3.286,OpenStreetMap
P002,Unnamed,retail,3.285,OpenStreetMap
P002,Unnamed,retail,3.314,OpenStreetMap
P002,Unnamed,retail,2.83,OpenStreetMap
P002,Unnamed,retail,3.317,OpenStreetMap
P002,Rangoli Bakery,retail,2.904,OpenStreetMap
P002,Unnamed,retail,2.834,OpenStreetMap
P002,Unnamed,retail,2.836,OpenStreetMap
P002,Unnamed,retail,3.325,OpenStreetMap
P002,Unnamed,retail,3.307,OpenStreetMap
P002,Unnamed,retail,3.289,OpenStreetMap
P002,Unnamed,retail,3.292,OpenStreetMap
P002,Unnamed,retail,3.28,OpenStreetMap
P002,Unnamed,retail,3.319,OpenStreetMap
P002,Unnamed,retail,3.314,OpenStreetMap
P002,Unnamed,retail,3.31,OpenStreetMap
P002,Unnamed,retail,3.282,OpenStreetMap
P002,Unnamed,retail,3.288,OpenStreetMap
P002,Unnamed,retail,3.311,OpenStreetMap
P002,Unnamed,retail,3.309,OpenStreetMap
P002,Unnamed,retail,3.29,OpenStreetMap
P002,Unnamed,retail,3.308,OpenStreetMap
P002,Unnamed,retail,3.283,OpenStreetMap
P002,Unnamed,retail,3.318,OpenStreetMap
P002,Unnamed,retail,3.303,OpenStreetMap
P002,Unnamed,retail,3.309,OpenStreetMap
P002,Unnamed,retail,3.329,OpenStreetMap
P002,Unnamed,retail,3.292,OpenStreetMap
P002,Unnamed,retail,3.311,OpenStreetMap
P002,Unnamed,retail,3.33,OpenStreetMap
P002,Unnamed,retail,3.289,OpenStreetMap
P002,Unnamed,retail,3.293,OpenStreetMap
P002,Unnamed,retail,3.288,OpenStreetMap
P002,Unnamed,retail,3.283,OpenStreetMap
P002,Unnamed,retail,3.303,OpenStreetMap
P002,Unnamed,retail,3.312,OpenStreetMap
P002,Unnamed,retail,3.318,OpenStreetMap
P002,Unnamed,retail,3.327,OpenStreetMap
P002,Unnamed,retail,3.295,OpenStreetMap
P002,Unnamed,retail,3.299,OpenStreetMap
P002,Unnamed,retail,3.283,OpenStreetMap
P002,Unnamed,retail,3.301,OpenStreetMap
P002,Unnamed,retail,3.33,OpenStreetMap
P002,Unnamed,retail,3.337,OpenStreetMap
P002,Unnamed,retail,3.317,OpenStreetMap
P002,Unnamed,retail,3.329,OpenStreetMap
P002,Unnamed,retail,3.332,OpenStreetMap
P002,Unnamed,retail,3.304,OpenStreetMap
P002,Unnamed,retail,3.327,OpenStreetMap
P002,Unnamed,retail,3.29,OpenStreetMap
P002,Unnamed,retail,3.335,OpenStreetMap
P002,Unnamed,retail,3.311,OpenStreetMap
P002,Unnamed,retail,3.321,OpenStreetMap
P002,gopiram sdevillal,retail,3.876,OpenStreetMap
P002,choudhry work waale,retail,3.75,OpenStreetMap
P002,roop lakshmi,retail,3.841,OpenStreetMap
P002,radhe kirpa;jaipur saree centre,retail,3.718,OpenStreetMap
P002,tattoo cafe,food,4.006,OpenStreetMap
P002,vind view cafe,food,4.004,OpenStreetMap
P002,roop nihar saree,retail,3.725,OpenStreetMap
P002,hari narayanashop,retail,4.008,OpenStreetMap
P002,hari narayana shop,retail,3.984,OpenStreetMap
P002,arjun textiles,retail,3.73,OpenStreetMap
P002,moghalal madangopal bajaj,retail,3.769,OpenStreetMap
P002,rajasthan nagarsa centre,retail,3.974,OpenStreetMap
P002,jaipur saree clothes,retail,3.987,OpenStreetMap
P002,shree govind store,retail,3.989,OpenStreetMap
P002,rana saree centre,retail,3.859,OpenStreetMap
P002,gyarsilal omprakash,retail,3.852,OpenStreetMap
P002,moghalal or ram gopal bajaj,retail,3.835,OpenStreetMap
P002,ratan trading company,retail,3.754,OpenStreetMap
P002,trilok sarees,retail,3.872,OpenStreetMap
P002,fab heritage llp,retail,3.847,OpenStreetMap
P002,sai kapda mojdi,retail,3.833,OpenStreetMap
P002,sardar clothes stores,retail,3.772,OpenStreetMap
P002,jaipur textile traders,retail,3.868,OpenStreetMap
P002,rajesh union,retail,3.886,OpenStreetMap
P002,rajwesh union,retail,3.881,OpenStreetMap
P002,rashid karim baksh,retail,3.744,OpenStreetMap
P002,sri sai kirpa,retail,3.759,OpenStreetMap
P002,bhatia clothes store,retail,3.844,OpenStreetMap
P002,ratan sareee centre,retail,3.763,OpenStreetMap
P002,ram nivas ram gopal,retail,3.645,OpenStreetMap
P002,G.R> general store,retail,3.739,OpenStreetMap
P002,rajasthan opticals,retail,3.733,OpenStreetMap
P002,V.C. jwellery,retail,3.668,OpenStreetMap
P002,radhana clothes,retail,3.723,OpenStreetMap
P002,roop sagar,retail,3.719,OpenStreetMap
P002,rana jewellers,retail,3.663,OpenStreetMap
P002,manirathum jewellery,retail,3.698,OpenStreetMap
P002,ashok readymade,retail,3.693,OpenStreetMap
P002,sshree sai kripa,retail,3.637,OpenStreetMap
P002,modi export house,retail,3.621,OpenStreetMap
P002,maliram  radheshyam jewelers,retail,3.861,OpenStreetMap
P002,lakshmi narayana jewellers,retail,3.673,OpenStreetMap
P002,bombay boot house,retail,3.678,OpenStreetMap
P002,aggarsen market,retail,3.701,OpenStreetMap
P002,shree shyam baba jewelers,retail,3.669,OpenStreetMap
P002,M.D. pandya,retail,3.683,OpenStreetMap
P002,gulaab chand mohanlal jewelers,retail,3.762,OpenStreetMap
P002,fashion jewelry mart,retail,3.649,OpenStreetMap
P002,shree krishnam jwelery,retail,3.641,OpenStreetMap
P002,bombay dying retail showroom,retail,3.632,OpenStreetMap
P002,silver   centre,retail,3.498,OpenStreetMap
P002,fancy jeweler store,retail,3.627,OpenStreetMap
P002,fab heritage,retail,3.658,OpenStreetMap
P002,agarwal jain jwelers,retail,3.654,OpenStreetMap
P002,indian gota works,retail,3.658,OpenStreetMap
P002,ram ratan clothes centre,retail,3.69,OpenStreetMap
P002,mohan lal jewelers,retail,3.816,OpenStreetMap
P002,shree govindam jewelers,retail,3.777,OpenStreetMap
P002,Ram gopal jewelers,retail,3.748,OpenStreetMap
P002,mihini collection,retail,3.834,OpenStreetMap
P002,sultan singh jwellers,retail,3.848,OpenStreetMap
P002,rana collection,retail,3.732,OpenStreetMap
P002,prakash jewelers,retail,3.467,OpenStreetMap
P002,lrs jewellers,retail,3.618,OpenStreetMap
P002,radha krishna jewelers,retail,3.481,OpenStreetMap
P002,SK Opticals,retail,9.779,OpenStreetMap
P002,Hero,retail,9.577,OpenStreetMap
P002,Hero,retail,9.45,OpenStreetMap
P002,TEA TIME CAFE,food,9.529,OpenStreetMap
P002,Baker's Heart,retail,9.923,OpenStreetMap
P002,Rajdhani Cafe,food,9.957,OpenStreetMap
P002,Drishti Opticals,retail,9.921,OpenStreetMap
P002,SS Sports,retail,9.666,OpenStreetMap
P002,Neha Stationery,retail,10.004,OpenStreetMap
P002,Burger Farm,food,7.675,OpenStreetMap
P002,Bell Pepper Pizza,food,7.768,OpenStreetMap
P002,Blue Scissors,retail,9.999,OpenStreetMap
P002,Mangalam Aanchal,retail,7.965,OpenStreetMap
P002,Mahima Telecom,retail,8.058,OpenStreetMap
P002,Unnamed,retail,8.052,OpenStreetMap
P002,Sristi Stationery,retail,9.994,OpenStreetMap
P002,Somra juice and icecream corner,food,9.899,OpenStreetMap
P002,Kumawat Garments,retail,9.469,OpenStreetMap
P002,Shree Shyam Enterprises,retail,9.764,OpenStreetMap
P002,Nirankari Tiles,retail,9.9,OpenStreetMap
P002,KK Tiles,retail,9.983,OpenStreetMap
P002,"Tirupati Plywood, Sanitary and Electricals",retail,9.953,OpenStreetMap
P002,Kishore Textiles,retail,9.477,OpenStreetMap
P002,Harish Telecom,retail,9.664,OpenStreetMap
P002,Jagdamba Plywood And Hardware,retail,9.897,OpenStreetMap
P002,Govind Collection,retail,9.861,OpenStreetMap
P002,Vaibhav Collection,retail,9.724,OpenStreetMap
P002,VR Fashion,retail,9.703,OpenStreetMap
P002,Shopping Mall,retail,9.873,OpenStreetMap
P002,RV Dry Cleaners,retail,9.822,OpenStreetMap
P002,Chhotilal Nemichand Sogani,retail,3.899,OpenStreetMap
P002,Karodiya Kachori Bhandar,food,3.873,OpenStreetMap
P002,Prakash Jewellers,retail,3.811,OpenStreetMap
P002,Roop Basant Pavitra Bhojanalaya,food,1.183,OpenStreetMap
P002,Khandelwal,food,1.184,OpenStreetMap
P002,Ramkrishna Agarwal,retail,3.896,OpenStreetMap
P002,Raghunandan (Khaatu Waale),retail,3.893,OpenStreetMap
P002,Fine Bangles Store,retail,3.891,OpenStreetMap
P002,Vandanam,retail,3.903,OpenStreetMap
P002,Shri Narayan Madholal,retail,3.906,OpenStreetMap
P002,Prahlad Das Bajaj,retail,3.911,OpenStreetMap
P002,Bota traders,retail,3.909,OpenStreetMap
P002,Ramesh Chand Poonam Chand Bajaj,retail,3.907,OpenStreetMap
P002,Vinayak Art Jewellery,retail,3.867,OpenStreetMap
P002,Shri Shyam Baba Jewellers,retail,3.862,OpenStreetMap
P002,Mittal Jewellery Store,retail,3.811,OpenStreetMap
P002,Baywala Jewellers,retail,3.858,OpenStreetMap
P002,Creation,retail,3.854,OpenStreetMap
P002,Krishna Jewellers,retail,3.852,OpenStreetMap
P002,McDonald's,food,0.785,OpenStreetMap
P002,Laxmi,food,1.926,OpenStreetMap
P002,NOTHING BEFORE COFFEE,food,3.707,OpenStreetMap
P002,Annpoornam,food,1.56,OpenStreetMap
P002,Danika Enterprises,retail,9.643,OpenStreetMap
P002,Grain Mill,retail,9.48,OpenStreetMap
P002,Unnamed,retail,9.457,OpenStreetMap
P002,Jodhpur Misthan Bhandar,retail,9.505,OpenStreetMap
P002,Unnamed,retail,9.462,OpenStreetMap
P002,Unnamed,retail,9.467,OpenStreetMap
P002,Unnamed,retail,9.419,OpenStreetMap
P002,Unnamed,retail,9.639,OpenStreetMap
P002,Sarojani Enterprises,retail,2.402,OpenStreetMap
P002,Shree Laxmi Jodhpur Sweets,food,7.083,OpenStreetMap
P002,Zudio,retail,2.578,OpenStreetMap
P002,Unnamed,retail,1.514,OpenStreetMap
P002,Unnamed,retail,2.255,OpenStreetMap
P002,Unnamed,retail,1.758,OpenStreetMap
P002,Shivam Brothers,retail,2.288,OpenStreetMap
P002,Vishnu Medical,retail,2.271,OpenStreetMap
P002,Unnamed,retail,1.623,OpenStreetMap
P002,Shree Sanwariya Sarkar,food,1.645,OpenStreetMap
P002,Unnamed,food,1.67,OpenStreetMap
P002,Unnamed,retail,1.657,OpenStreetMap
P002,Shri Shyam Pavitra Bhojnalaya,food,1.635,OpenStreetMap
P002,street food,food,1.612,OpenStreetMap
P002,Ajanta Medical,retail,1.652,OpenStreetMap
P002,Anjani,food,1.611,OpenStreetMap
P002,The Mama Bhanja's,food,1.724,OpenStreetMap
P002,Unnamed,retail,2.254,OpenStreetMap
P002,chai,food,3.393,OpenStreetMap
P002,Kebabs and Curries Company Family Restaurant,food,4.301,OpenStreetMap
P002,Samosa,food,4.255,OpenStreetMap
P002,Biryani,food,1.084,OpenStreetMap
P002,Unnamed,food,1.297,OpenStreetMap
P002,Unnamed,retail,1.323,OpenStreetMap
P002,Unnamed,retail,1.51,OpenStreetMap
P002,"Maa Bakery , Jaipur",retail,1.612,OpenStreetMap
P002,Unnamed,retail,1.615,OpenStreetMap
P002,Fresh Bites,food,1.738,OpenStreetMap
P002,Hair Story,retail,1.949,OpenStreetMap
P002,Unnamed,retail,2.07,OpenStreetMap
P002,Unnamed,food,3.12,OpenStreetMap
P002,Crazy mood Coffee,food,4.165,OpenStreetMap
P002,Krishna Bhojnalya,food,0.883,OpenStreetMap
P002,Shri Purnanand Store,retail,2.238,OpenStreetMap
P002,"Lens Shop , Jaipur",retail,2.509,OpenStreetMap
P002,street food street,food,1.1,OpenStreetMap
P002,Unnamed,retail,3.081,OpenStreetMap
P002,Unnamed,retail,1.523,OpenStreetMap
P002,Unnamed,food,1.667,OpenStreetMap
P002,Ayurveda,retail,1.789,OpenStreetMap
P002,Atithi,food,0.868,OpenStreetMap
P002,Unnamed,food,1.284,OpenStreetMap
P002,Unnamed,retail,1.52,OpenStreetMap
P002,Unnamed,retail,1.564,OpenStreetMap
P002,Thai Spa,retail,1.875,OpenStreetMap
P002,Unnamed,retail,2.108,OpenStreetMap
P002,Unnamed,retail,4.254,OpenStreetMap
P002,Unnamed,food,1.283,OpenStreetMap
P002,Unnamed,food,1.293,OpenStreetMap
P002,Unnamed,food,1.305,OpenStreetMap
P002,Unnamed,retail,1.311,OpenStreetMap
P002,Kebabs and Curries Company,food,2.08,OpenStreetMap
P002,Unnamed,retail,2.264,OpenStreetMap
P002,Unnamed,retail,2.997,OpenStreetMap
P002,Unnamed,retail,3.034,OpenStreetMap
P002,Unnamed,retail,3.843,OpenStreetMap
P002,Unnamed,food,3.853,OpenStreetMap
P002,Unnamed,retail,3.875,OpenStreetMap
P002,Unnamed,retail,3.892,OpenStreetMap
P002,Unnamed,retail,2.933,OpenStreetMap
P002,Unnamed,retail,3.534,OpenStreetMap
P002,Unnamed,retail,3.846,OpenStreetMap
P002,Unnamed,retail,3.856,OpenStreetMap
P002,Unnamed,retail,3.185,OpenStreetMap
P002,Unnamed,retail,3.171,OpenStreetMap
P002,Unnamed,retail,2.977,OpenStreetMap
P002,chai,retail,2.926,OpenStreetMap
P002,Unnamed,retail,2.951,OpenStreetMap
P002,Unnamed,retail,2.834,OpenStreetMap
P002,Unnamed,retail,2.823,OpenStreetMap
P002,Unnamed,retail,2.81,OpenStreetMap
P002,Unnamed,retail,2.629,OpenStreetMap
P002,Unnamed,retail,3.313,OpenStreetMap
P002,Unnamed,retail,3.218,OpenStreetMap
P002,Unnamed,retail,3.205,OpenStreetMap
P002,Unnamed,retail,2.888,OpenStreetMap
P002,Unnamed,retail,2.918,OpenStreetMap
P002,Unnamed,retail,2.921,OpenStreetMap
P002,Unnamed,retail,2.892,OpenStreetMap
P002,Unnamed,retail,2.772,OpenStreetMap
P002,Unnamed,retail,2.639,OpenStreetMap
P002,Dry Cleaner,retail,2.294,OpenStreetMap
P002,Unnamed,food,2.921,OpenStreetMap
P002,Unnamed,food,2.928,OpenStreetMap
P002,Unnamed,retail,2.955,OpenStreetMap
P002,Unnamed,retail,2.807,OpenStreetMap
P002,"clothes shopping street , Jaipur",retail,2.631,OpenStreetMap
P002,Unnamed,food,2.917,OpenStreetMap
P002,Unnamed,retail,2.909,OpenStreetMap
P002,Unnamed,retail,2.932,OpenStreetMap
P002,fried chicken,food,2.96,OpenStreetMap
P002,"Medical Center and Provisions , Jaipur",retail,2.555,OpenStreetMap
P002,Unnamed,food,1.789,OpenStreetMap
P002,Unnamed,retail,3.793,OpenStreetMap
P002,sculpture shop road,retail,2.684,OpenStreetMap
P002,Unnamed,retail,2.707,OpenStreetMap
P002,Unnamed,retail,2.74,OpenStreetMap
P002,Unnamed,retail,2.774,OpenStreetMap
P002,Unnamed,food,1.777,OpenStreetMap
P002,Rajasthan Craft Plaza Family Restaurant,food,1.733,OpenStreetMap
P002,Unnamed,retail,2.753,OpenStreetMap
P002,Unnamed,retail,2.723,OpenStreetMap
P002,Unnamed,retail,2.786,OpenStreetMap
P002,Unnamed,retail,2.748,OpenStreetMap
P002,Unnamed,retail,2.687,OpenStreetMap
P002,Unnamed,retail,2.547,OpenStreetMap
P002,Unnamed,retail,2.731,OpenStreetMap
P002,Unnamed,retail,2.781,OpenStreetMap
P002,Unnamed,retail,1.501,OpenStreetMap
P002,J. K,food,1.446,OpenStreetMap
P002,Unnamed,food,1.354,OpenStreetMap
P002,Unnamed,food,1.182,OpenStreetMap
P002,Unnamed,food,1.305,OpenStreetMap
P002,Unnamed,retail,1.389,OpenStreetMap
P002,Unnamed,retail,1.551,OpenStreetMap
P002,Unnamed,food,1.429,OpenStreetMap
P002,Unnamed,retail,1.201,OpenStreetMap
P002,Unnamed,food,1.175,OpenStreetMap
P002,Unnamed,food,1.299,OpenStreetMap
P002,Unnamed,retail,1.453,OpenStreetMap
P002,Unnamed,retail,1.916,OpenStreetMap
P002,Unnamed,food,1.305,OpenStreetMap
P002,Unnamed,food,1.176,OpenStreetMap
P002,Unnamed,food,1.142,OpenStreetMap
P002,Unnamed,food,7.096,OpenStreetMap
P002,Unnamed,food,2.485,OpenStreetMap
P002,Rajasthani Thali,food,1.818,OpenStreetMap
P002,Thali House,food,1.662,OpenStreetMap
P002,Unnamed,retail,1.137,OpenStreetMap
P002,Unnamed,retail,1.127,OpenStreetMap
P002,Unnamed,retail,1.695,OpenStreetMap
P002,Unnamed,retail,1.645,OpenStreetMap
P002,Unnamed,retail,1.524,OpenStreetMap
P002,Unnamed,food,1.588,OpenStreetMap
P002,Unnamed,retail,1.677,OpenStreetMap
P002,Unnamed,food,1.682,OpenStreetMap
P002,Unnamed,food,1.522,OpenStreetMap
P002,Unnamed,retail,1.511,OpenStreetMap
P002,Unnamed,retail,1.709,OpenStreetMap
P002,The Rajasthan Textile Development Corporation,retail,2.085,OpenStreetMap
P002,Unnamed,retail,1.591,OpenStreetMap
P002,Unique Medical,retail,1.58,OpenStreetMap
P002,Unnamed,retail,1.715,OpenStreetMap
P002,Unnamed,retail,1.467,OpenStreetMap
P002,Unnamed,retail,1.619,OpenStreetMap
P002,Unnamed,retail,1.624,OpenStreetMap
P002,Jaipur Textile Corporation Manufacture and Wholesale,retail,1.907,OpenStreetMap
P002,Unnamed,retail,1.572,OpenStreetMap
P002,Unnamed,retail,1.554,OpenStreetMap
P002,Bikaner Misthan Bhandar,retail,1.479,OpenStreetMap
P002,Bikaner Bhojnalaya,food,1.509,OpenStreetMap
P002,they offer Thali for 150inr and refill until you are full,food,1.684,OpenStreetMap
P002,Unnamed,retail,1.5,OpenStreetMap
P002,Unnamed,retail,1.612,OpenStreetMap
P002,Unnamed,retail,1.307,OpenStreetMap
P002,Unnamed,food,1.416,OpenStreetMap
P002,Shahar,food,1.317,OpenStreetMap
P002,mostly cell phone stores,retail,1.387,OpenStreetMap
P002,Taluka Fashions,retail,1.381,OpenStreetMap
P002,Unnamed,food,1.425,OpenStreetMap
P002,Unnamed,retail,1.04,OpenStreetMap
P002,Unnamed,retail,1.098,OpenStreetMap
P002,Unnamed,retail,1.169,OpenStreetMap
P002,Unnamed,retail,1.06,OpenStreetMap
P002,The Little French Home,food,0.857,OpenStreetMap
P002,rooftop,food,0.908,OpenStreetMap
P002,rooftop,food,0.862,OpenStreetMap
P002,RJ Jewellers,retail,6.825,OpenStreetMap
P002,TVG AMER RESTAURANT,food,5.964,OpenStreetMap
P002,The Johri,food,3.735,OpenStreetMap
P002,Sonis Cafe,food,3.522,OpenStreetMap
P002,Burger Queen,food,3.573,OpenStreetMap
P002,NV Mart,retail,3.635,OpenStreetMap
P002,Unnamed,retail,3.612,OpenStreetMap
P002,Baskin RObins,food,5.244,OpenStreetMap
P002,Fast M,retail,5.207,OpenStreetMap
P002,Kalidoscope,food,5.236,OpenStreetMap
P002,DK Mart,retail,3.98,OpenStreetMap
P002,uj mARK,retail,4.903,OpenStreetMap
P002,Unnamed,food,8.35,OpenStreetMap
P002,Unnamed,food,7.051,OpenStreetMap
P002,Maruti Suzuki,retail,8.121,OpenStreetMap
P002,Hyundai,retail,8.101,OpenStreetMap
P002,Unnamed,food,7.058,OpenStreetMap
P002,Unnamed,retail,7.268,OpenStreetMap
P002,Unnamed,retail,7.742,OpenStreetMap
P002,Unnamed,food,7.855,OpenStreetMap
P002,Unnamed,retail,7.772,OpenStreetMap
P002,Unnamed,retail,7.586,OpenStreetMap
P002,Unnamed,retail,7.782,OpenStreetMap
P002,Choice Departmental Store,retail,7.134,OpenStreetMap
P002,Vinayek Medical,retail,7.608,OpenStreetMap
P002,Tharka Restauratnt,food,6.535,OpenStreetMap
P002,Kunwar Customs,retail,6.464,OpenStreetMap
P002,Service Center- Crossland Hyundai Cars,retail,6.26,OpenStreetMap
P002,Volkswagen Service Centre,retail,4.928,OpenStreetMap
P002,OM Toyota,retail,5.004,OpenStreetMap
P002,Tata Motors Cars Service Centre - Akar Fourwheel,retail,5.949,OpenStreetMap
P002,"Mahindra KS Motors - Commercial Vehicles, Jhotwara",retail,5.825,OpenStreetMap
P002,Maruti Suzuki True Value (KTL Automobile),retail,4.982,OpenStreetMap
P002,Maruti Suzuki Service (KTL Automobile),retail,5.016,OpenStreetMap
P002,Black Scissors,retail,6.869,OpenStreetMap
P002,Bharat Gas Distribution & Loading Area,retail,6.8,OpenStreetMap
P002,Jaipur Woods,retail,6.485,OpenStreetMap
P002,Unnamed,retail,6.804,OpenStreetMap
P002,Unnamed,retail,6.74,OpenStreetMap
P002,Retreat,food,1.742,OpenStreetMap
P002,Mehfil e Chaii,food,7.138,OpenStreetMap
P002,jaipur traditional center,retail,7.631,OpenStreetMap
P002,MDRegion,retail,3.541,OpenStreetMap
P002,thadi,food,6.218,OpenStreetMap
P002,Kiosk,retail,3.358,OpenStreetMap
P002,Kiosk,retail,3.441,OpenStreetMap
P002,NR mart,retail,5.355,OpenStreetMap
P002,MUDGAL WOOD INDUSTRIES,retail,6.601,OpenStreetMap
P002,Spicy King,food,4.237,OpenStreetMap
P002,Kha'Ba bar and kitchen,food,2.443,OpenStreetMap
P002,The Akky South Indian,food,3.026,OpenStreetMap
P002,Rajmahal Restaurant,food,1.426,OpenStreetMap
P002,Banana Leaf,food,1.937,OpenStreetMap
P002,Foffee,food,4.401,OpenStreetMap
P002,Noir Cafe,food,2.295,OpenStreetMap
P002,Curious Life Coffee Roasters: RED,food,1.854,OpenStreetMap
P002,Jaipur Adda,food,1.333,OpenStreetMap
P002,Shree Paawan Sweets,retail,9.102,OpenStreetMap
P002,Shree Raghvendra Sweets & Juice Center,retail,9.125,OpenStreetMap
P002,Shree Shyam Sweets & Bakers,retail,9.523,OpenStreetMap
P002,Jai Shri Shyam Auto Parts,retail,9.348,OpenStreetMap
P002,Unnamed,food,1.792,OpenStreetMap
P002,Mr Macchiato,food,2.639,OpenStreetMap
P002,Jio,retail,2.855,OpenStreetMap
P002,Ambie Mobiles & Electronics,retail,2.463,OpenStreetMap
P002,Shree Shyam communication,retail,2.503,OpenStreetMap
P002,Once Upon at Gath,food,3.992,OpenStreetMap
P002,Thé & Spices,retail,6.138,OpenStreetMap
P002,Café Auberge,food,0.188,OpenStreetMap
P002,R.K Hotel,food,4.598,OpenStreetMap
P002,Chaisa,food,2.249,OpenStreetMap
P002,Town Coffee,food,6.759,OpenStreetMap
P002,SARATHI - ANVI INFOTECH,retail,1.733,OpenStreetMap
P002,Nest,food,3.253,OpenStreetMap
P002,Cafe Coffee Day,food,1.953,OpenStreetMap
P002,Al-Baik,food,1.955,OpenStreetMap
P002,Cafe Coffee Day,food,7.153,OpenStreetMap
P002,Unnamed,retail,6.329,OpenStreetMap
P002,Haveli Carpets & Textiles,retail,6.145,OpenStreetMap
P002,Battery Smart,retail,2.708,OpenStreetMap
P002,Rawat Mishthan Bhandar,retail,3.526,OpenStreetMap
P002,Roōh Amēr,retail,3.742,OpenStreetMap
P002,Unnamed,retail,3.381,OpenStreetMap
P002,Unnamed,retail,3.753,OpenStreetMap
P002,Unnamed,retail,2.93,OpenStreetMap
P002,A.K. Tailor,retail,3.051,OpenStreetMap
P002,The Wheels,retail,2.189,OpenStreetMap
P002,Honey Textiles,retail,4.774,OpenStreetMap
P002,Ravi Textiles,retail,4.77,OpenStreetMap
P002,SHIVAM SALES,retail,9.355,OpenStreetMap
P002,Jay Bhawani Namkeen Bhandar,food,8.966,OpenStreetMap
P002,SRASH CAFE,food,9.484,OpenStreetMap
P002,Royal Jewellers,retail,9.519,OpenStreetMap
P002,Rathore Departmental Store,retail,9.527,OpenStreetMap
P002,Shree Shyam car workshop and auto parts,retail,9.486,OpenStreetMap
